win,lose,probability
New Orleans Pelicans,Minnesota Timberwolves,0.508721662020845
Philadelphia 76ers,Denver Nuggets,0.57532235310346
Golden State Warriors,Phoenix Suns,0.921869652328945
Miami Heat,Sacramento Kings,0.7914657461027815
Cleveland Cavaliers,Washington Wizards,0.5740316241212283
Charlotte Hornets,Atlanta Hawks,0.6693246508332343
Boston Celtics,Los Angeles Clippers,0.6810064255578878
Washington Wizards,Chicago Bulls,0.7798421115518849
Houston Rockets,Oklahoma City Thunder,0.6764234559058668
Cleveland Cavaliers,Indiana Pacers,0.5339863297167383
New Orleans Pelicans,Memphis Grizzlies,0.8551876840040039
Milwaukee Bucks,Orlando Magic,0.7948621770183099
Toronto Raptors,New York Knicks,0.8609522859589489
San Antonio Spurs,Utah Jazz,0.5066213835406025
Atlanta Hawks,Orlando Magic,0.5355886443688299
Portland Trail Blazers,Dallas Mavericks,0.8129621688492435
Golden State Warriors,Miami Heat,0.6761082938174234
Philadelphia 76ers,Los Angeles Lakers,0.7792709558977227
Sacramento Kings,Phoenix Suns,0.7212618630747898
Milwaukee Bucks,Chicago Bulls,0.7638495996557995
Cleveland Cavaliers,New York Knicks,0.8210747811482584
Denver Nuggets,Miami Heat,0.5124459660805386
Washington Wizards,Detroit Pistons,0.6018207154991969
Houston Rockets,Dallas Mavericks,0.9243732402878149
Indiana Pacers,Charlotte Hornets,0.6830244212562612
Minnesota Timberwolves,Los Angeles Clippers,0.6120283686240211
Portland Trail Blazers,Oklahoma City Thunder,0.5039279443999827
Toronto Raptors,Brooklyn Nets,0.8930003692763128
Los Angeles Lakers,Atlanta Hawks,0.6467311203766407
Golden State Warriors,Utah Jazz,0.5849727003500138
San Antonio Spurs,Memphis Grizzlies,0.8556926685708268
New Orleans Pelicans,Orlando Magic,0.8395945572029576
Boston Celtics,Philadelphia 76ers,0.5348350581371851
Boston Celtics,Detroit Pistons,0.6875929155363532
Chicago Bulls,Memphis Grizzlies,0.6529084566510319
Cleveland Cavaliers,Brooklyn Nets,0.81855322469153
Miami Heat,Dallas Mavericks,0.7768655177591844
Denver Nuggets,Sacramento Kings,0.8382335179557814
Indiana Pacers,Milwaukee Bucks,0.5342069709589841
Los Angeles Clippers,Phoenix Suns,0.8837869259838278
Houston Rockets,Minnesota Timberwolves,0.7749283786950009
Philadelphia 76ers,New York Knicks,0.7947674463846243
Golden State Warriors,Portland Trail Blazers,0.6445400815224148
Toronto Raptors,Washington Wizards,0.6848302536198718
New York Knicks,Atlanta Hawks,0.5159616746574883
Oklahoma City Thunder,New Orleans Pelicans,0.5341506728332907
Charlotte Hornets,Orlando Magic,0.63940863688753
Portland Trail Blazers,Brooklyn Nets,0.8039641441990567
Cleveland Cavaliers,Phoenix Suns,0.9215182162059696
Golden State Warriors,Sacramento Kings,0.9114357468720988
Houston Rockets,Los Angeles Lakers,0.8690535216040617
Boston Celtics,Milwaukee Bucks,0.6886465619507869
Philadelphia 76ers,Miami Heat,0.6123622233984758
Detroit Pistons,Atlanta Hawks,0.7344913869441841
Washington Wizards,Charlotte Hornets,0.6340274717917839
Denver Nuggets,Dallas Mavericks,0.8023655437748292
New Orleans Pelicans,Indiana Pacers,0.5303128339385546
Los Angeles Clippers,Memphis Grizzlies,0.7737598073847537
Minnesota Timberwolves,New York Knicks,0.735434022320475
Utah Jazz,Oklahoma City Thunder,0.5465037567970112
Orlando Magic,Chicago Bulls,0.599858877847832
Toronto Raptors,San Antonio Spurs,0.6466573684981274
Atlanta Hawks,Phoenix Suns,0.7059181894533635
Boston Celtics,Chicago Bulls,0.8633970779266475
Charlotte Hornets,Brooklyn Nets,0.6891541757775261
Cleveland Cavaliers,Memphis Grizzlies,0.886700143488399
Houston Rockets,Golden State Warriors,0.6446038738450371
Miami Heat,Detroit Pistons,0.5587082809770947
Minnesota Timberwolves,Milwaukee Bucks,0.5660707612595961
New Orleans Pelicans,Los Angeles Lakers,0.7125738512329385
Oklahoma City Thunder,Sacramento Kings,0.8583335846880106
Philadelphia 76ers,Portland Trail Blazers,0.5585727325158786
Utah Jazz,Dallas Mavericks,0.8440034137042993
Indiana Pacers,Washington Wizards,0.5730360343389843
Denver Nuggets,Los Angeles Clippers,0.6012426477821635
San Antonio Spurs,New York Knicks,0.7582233095051981
Toronto Raptors,Orlando Magic,0.9125595940763177
San Antonio Spurs,Brooklyn Nets,0.7988024516331365
Milwaukee Bucks,Chicago Bulls,0.7638495996557995
Golden State Warriors,Charlotte Hornets,0.7848262847578701
Portland Trail Blazers,Cleveland Cavaliers,0.5108077796758417
Indiana Pacers,Detroit Pistons,0.6436724421845502
Houston Rockets,Atlanta Hawks,0.9308515547393632
Los Angeles Clippers,Dallas Mavericks,0.7806805960435433
Los Angeles Lakers,Memphis Grizzlies,0.687046067568989
Miami Heat,Phoenix Suns,0.8936989367658306
Minnesota Timberwolves,Sacramento Kings,0.844269368711658
Philadelphia 76ers,New Orleans Pelicans,0.5736222656570127
Oklahoma City Thunder,Denver Nuggets,0.5475481102203558
New York Knicks,Orlando Magic,0.645188102334895
Toronto Raptors,Boston Celtics,0.5490937599294156
Minnesota Timberwolves,Atlanta Hawks,0.8142292510667107
Boston Celtics,Portland Trail Blazers,0.5438045008344912
Washington Wizards,Brooklyn Nets,0.769793427733569
Houston Rockets,Charlotte Hornets,0.8656592515524155
Indiana Pacers,Dallas Mavericks,0.8090028716175555
New Orleans Pelicans,Los Angeles Lakers,0.6784452244830028
Memphis Grizzlies,Chicago Bulls,0.5227091633774597
Golden State Warriors,Miami Heat,0.7145673093085007
Milwaukee Bucks,Sacramento Kings,0.7791479486939209
San Antonio Spurs,Detroit Pistons,0.6160903986633285
Utah Jazz,Los Angeles Clippers,0.6280393280635218
Utah Jazz,Denver Nuggets,0.5849018389061557
Houston Rockets,Miami Heat,0.7267005948543324
Minnesota Timberwolves,Indiana Pacers,0.501222636000557
Cleveland Cavaliers,New York Knicks,0.7601742169970513
Philadelphia 76ers,Oklahoma City Thunder,0.5484038899878904
Golden State Warriors,Orlando Magic,0.8848099508877254
Atlanta Hawks,Chicago Bulls,0.5677171928604421
Boston Celtics,Washington Wizards,0.5938201126366953
Charlotte Hornets,Brooklyn Nets,0.6190780218490687
Milwaukee Bucks,Los Angeles Lakers,0.6196808143107754
New Orleans Pelicans,Phoenix Suns,0.868885487031302
Los Angeles Clippers,Sacramento Kings,0.7257035088299928
Toronto Raptors,Portland Trail Blazers,0.6392124745949065
Cleveland Cavaliers,Detroit Pistons,0.6387594039685291
Dallas Mavericks,Memphis Grizzlies,0.6527916876376613
New Orleans Pelicans,Denver Nuggets,0.5338413475453173
Indiana Pacers,Orlando Magic,0.8341644232348067
Miami Heat,Brooklyn Nets,0.7635990837656579
Golden State Warriors,Philadelphia 76ers,0.5756641559500977
Los Angeles Lakers,Phoenix Suns,0.711278844180986
Oklahoma City Thunder,San Antonio Spurs,0.5396458225278292
Utah Jazz,Milwaukee Bucks,0.5587372128721765
Houston Rockets,Boston Celtics,0.7178450953376242
Chicago Bulls,Atlanta Hawks,0.5926473401381722
Portland Trail Blazers,Charlotte Hornets,0.6799726133487203
Cleveland Cavaliers,Orlando Magic,0.849426535286534
Toronto Raptors,Detroit Pistons,0.7798851161053069
Los Angeles Clippers,New York Knicks,0.7482462846667368
Oklahoma City Thunder,Memphis Grizzlies,0.8894361675911633
Minnesota Timberwolves,Washington Wizards,0.5416668106361117
Brooklyn Nets,Dallas Mavericks,0.583214436248439
Los Angeles Clippers,Los Angeles Lakers,0.5499373778569007
Miami Heat,Atlanta Hawks,0.8125215431507993
Milwaukee Bucks,Phoenix Suns,0.8365389135978851
Sacramento Kings,New York Knicks,0.5028049068807379
Denver Nuggets,San Antonio Spurs,0.5179938246657859
New Orleans Pelicans,Utah Jazz,0.5056006410095408
Golden State Warriors,Boston Celtics,0.5347252726676437
Indiana Pacers,Chicago Bulls,0.8513693142838339
Portland Trail Blazers,Memphis Grizzlies,0.8596512855408821
Oklahoma City Thunder,Minnesota Timberwolves,0.5363278689175619
Philadelphia 76ers,Orlando Magic,0.8817095632568825
Houston Rockets,Toronto Raptors,0.6312349087567062
San Antonio Spurs,Atlanta Hawks,0.8317837062745115
Cleveland Cavaliers,Brooklyn Nets,0.8005120719984055
Philadelphia 76ers,Chicago Bulls,0.8385353045731873
Miami Heat,Charlotte Hornets,0.6298946483553381
Minnesota Timberwolves,Detroit Pistons,0.6139970793085674
Denver Nuggets,Los Angeles Lakers,0.6714877342397298
Utah Jazz,New Orleans Pelicans,0.5717453797153013
New York Knicks,Phoenix Suns,0.589226916376317
Boston Celtics,Sacramento Kings,0.873316066430802
Washington Wizards,Dallas Mavericks,0.8064586731693006
Indiana Pacers,Milwaukee Bucks,0.5970123614110685
Oklahoma City Thunder,Portland Trail Blazers,0.5183506838729238
Detroit Pistons,Chicago Bulls,0.7017482804388172
Washington Wizards,Charlotte Hornets,0.6340274717917839
Golden State Warriors,Denver Nuggets,0.6415945094617593
Houston Rockets,Philadelphia 76ers,0.6405043536821781
Oklahoma City Thunder,Los Angeles Clippers,0.6215859392630225
Utah Jazz,Memphis Grizzlies,0.8790259944228221
Cleveland Cavaliers,Miami Heat,0.587960604488851
Toronto Raptors,New Orleans Pelicans,0.6826466577881215
Orlando Magic,Dallas Mavericks,0.5618863939114495
Brooklyn Nets,Atlanta Hawks,0.5202236068357677
Boston Celtics,Los Angeles Lakers,0.7609851224778571
Milwaukee Bucks,Charlotte Hornets,0.6240463599725452
Minnesota Timberwolves,Washington Wizards,0.5192968933143317
New York Knicks,Sacramento Kings,0.6551683110783013
Portland Trail Blazers,Phoenix Suns,0.9206813063665893
New Orleans Pelicans,Atlanta Hawks,0.8312115589043295
Houston Rockets,Dallas Mavericks,0.9294872543773677
Detroit Pistons,Chicago Bulls,0.7834908748406706
Golden State Warriors,Phoenix Suns,0.9534897887043706
Orlando Magic,Memphis Grizzlies,0.5097608781543717
Toronto Raptors,Miami Heat,0.7359702756260093
Minnesota Timberwolves,New York Knicks,0.808454356303312
Philadelphia 76ers,Indiana Pacers,0.5649315434670733
San Antonio Spurs,Milwaukee Bucks,0.5386033988306331
Detroit Pistons,Brooklyn Nets,0.6895541161253373
Toronto Raptors,Cleveland Cavaliers,0.6662039579595083
Houston Rockets,Charlotte Hornets,0.8431276466623028
Boston Celtics,Los Angeles Clippers,0.7010999280524741
Oklahoma City Thunder,Utah Jazz,0.519390204310669
Washington Wizards,Sacramento Kings,0.8171492078070444
Los Angeles Lakers,Chicago Bulls,0.6089277061203868
San Antonio Spurs,Dallas Mavericks,0.8079808110567132
Minnesota Timberwolves,Denver Nuggets,0.5047656052665985
Indiana Pacers,New York Knicks,0.8036033757823763
Portland Trail Blazers,Los Angeles Clippers,0.6171817472019906
New Orleans Pelicans,Milwaukee Bucks,0.5440908548549297
Philadelphia 76ers,Cleveland Cavaliers,0.5639308418896518
Atlanta Hawks,Memphis Grizzlies,0.6153729449683275
Houston Rockets,Golden State Warriors,0.5537156050162264
Miami Heat,Detroit Pistons,0.5587082809770947
Oklahoma City Thunder,Brooklyn Nets,0.8226056659140264
Utah Jazz,Phoenix Suns,0.8907569709238498
Washington Wizards,Orlando Magic,0.8105011226687734
Boston Celtics,Sacramento Kings,0.8800494133148195
Denver Nuggets,Dallas Mavericks,0.8285170051055635
Oklahoma City Thunder,Indiana Pacers,0.5440347316967128
Cleveland Cavaliers,Orlando Magic,0.8140674933169453
Toronto Raptors,Los Angeles Lakers,0.8317385364546204
Utah Jazz,Minnesota Timberwolves,0.5235091931763296
Detroit Pistons,Los Angeles Lakers,0.600819816769904
Houston Rockets,Phoenix Suns,0.9631182528064114
Los Angeles Clippers,Chicago Bulls,0.8062292960890587
Milwaukee Bucks,Miami Heat,0.5205743143775653
Portland Trail Blazers,New Orleans Pelicans,0.5294991341406765
Philadelphia 76ers,Sacramento Kings,0.8862102102633045
San Antonio Spurs,New York Knicks,0.8063786821666588
Washington Wizards,Charlotte Hornets,0.6469231504311634
Boston Celtics,Atlanta Hawks,0.8828238191993407
Cleveland Cavaliers,Dallas Mavericks,0.8096310274105885
Indiana Pacers,Denver Nuggets,0.5364992884312673
New Orleans Pelicans,Phoenix Suns,0.9159276873120493
Golden State Warriors,Oklahoma City Thunder,0.6355457092745747
Portland Trail Blazers,San Antonio Spurs,0.5350013873295133
Utah Jazz,Brooklyn Nets,0.8162127428203526
Washington Wizards,Memphis Grizzlies,0.8557744232544717
Toronto Raptors,Detroit Pistons,0.7798851161053069
Houston Rockets,Minnesota Timberwolves,0.7128138083560531
Los Angeles Clippers,Brooklyn Nets,0.7450171039731422
Miami Heat,Charlotte Hornets,0.6337457700524576
Philadelphia 76ers,Milwaukee Bucks,0.6450551182620085
Los Angeles Lakers,New York Knicks,0.5372664499016411
Orlando Magic,Atlanta Hawks,0.5854919237339592
Sacramento Kings,Chicago Bulls,0.586043111216524
Boston Celtics,Denver Nuggets,0.5606737514393529
Cleveland Cavaliers,Detroit Pistons,0.6387594039685291
New Orleans Pelicans,Dallas Mavericks,0.8073464553576062
Oklahoma City Thunder,Miami Heat,0.5513604443630744
Chicago Bulls,Phoenix Suns,0.5060893582022656
Indiana Pacers,Portland Trail Blazers,0.507230531281826
Golden State Warriors,San Antonio Spurs,0.6638738678900689
Toronto Raptors,New York Knicks,0.8946205291337559
Utah Jazz,Washington Wizards,0.6203232964682823
Houston Rockets,Atlanta Hawks,0.9393585409278079
Philadelphia 76ers,Charlotte Hornets,0.7175128246896432
Indiana Pacers,Los Angeles Clippers,0.6110608416821897
Milwaukee Bucks,Los Angeles Lakers,0.6472994920338311
Golden State Warriors,Minnesota Timberwolves,0.6608886336292641
Brooklyn Nets,Sacramento Kings,0.5014626054922919
Washington Wizards,Chicago Bulls,0.7798421115518849
Cleveland Cavaliers,Milwaukee Bucks,0.5625994556768037
Houston Rockets,Memphis Grizzlies,0.9489166629625653
Utah Jazz,New York Knicks,0.793513608672182
Toronto Raptors,Oklahoma City Thunder,0.6600551425148172
New Orleans Pelicans,Orlando Magic,0.811823787840375
Boston Celtics,Philadelphia 76ers,0.5348350581371851
Portland Trail Blazers,Dallas Mavericks,0.8445508697270321
San Antonio Spurs,Miami Heat,0.5204002058396309
Utah Jazz,Atlanta Hawks,0.8583429331078576
Minnesota Timberwolves,Charlotte Hornets,0.6457986039736897
Golden State Warriors,Indiana Pacers,0.6317874277220936
Detroit Pistons,Phoenix Suns,0.7882540116949048
Sacramento Kings,Dallas Mavericks,0.5477480094682013
Denver Nuggets,Washington Wizards,0.5626318109487419
Cleveland Cavaliers,Los Angeles Clippers,0.6316948324476599
Houston Rockets,San Antonio Spurs,0.6875083545377796
Los Angeles Lakers,Brooklyn Nets,0.68279876887659
Miami Heat,Milwaukee Bucks,0.5490865004973967
Denver Nuggets,New York Knicks,0.7516003071537403
Orlando Magic,Memphis Grizzlies,0.6461796084898555
Toronto Raptors,Oklahoma City Thunder,0.6348929304653396
Philadelphia 76ers,Atlanta Hawks,0.8592729250736645
Utah Jazz,Chicago Bulls,0.8374941862768742
Boston Celtics,Charlotte Hornets,0.7555774606740645
Golden State Warriors,Dallas Mavericks,0.905621071876122
Minnesota Timberwolves,Memphis Grizzlies,0.8401537861614545
Portland Trail Blazers,Detroit Pistons,0.6360979373673745
Sacramento Kings,Phoenix Suns,0.7212618630747898
Miami Heat,Washington Wizards,0.524529671019843
Boston Celtics,San Antonio Spurs,0.5518378238500765
Golden State Warriors,Detroit Pistons,0.7553374123956837
Denver Nuggets,Indiana Pacers,0.5224064700510321
Los Angeles Lakers,Sacramento Kings,0.7377060689071359
Cleveland Cavaliers,Milwaukee Bucks,0.5979912650731388
Houston Rockets,New Orleans Pelicans,0.7733981841172217
Los Angeles Clippers,New York Knicks,0.6439756228244561
Toronto Raptors,Charlotte Hornets,0.8172114794958462
Oklahoma City Thunder,Memphis Grizzlies,0.8618901757676745
Philadelphia 76ers,Orlando Magic,0.8424976455844342
Portland Trail Blazers,Brooklyn Nets,0.8168365622468023
Utah Jazz,Phoenix Suns,0.9203766867266711
San Antonio Spurs,Charlotte Hornets,0.6728745725055328
Boston Celtics,Cleveland Cavaliers,0.6030466442611676
Dallas Mavericks,Sacramento Kings,0.5860976017154446
Denver Nuggets,Detroit Pistons,0.6085293486122291
Washington Wizards,Los Angeles Lakers,0.6408460575666952
Miami Heat,Orlando Magic,0.8015560208562175
Houston Rockets,Milwaukee Bucks,0.8217614713055003
Minnesota Timberwolves,Los Angeles Clippers,0.6120283686240211
New Orleans Pelicans,Atlanta Hawks,0.848854512129403
Toronto Raptors,Chicago Bulls,0.9223879760414978
Portland Trail Blazers,Chicago Bulls,0.8128838138165193
Golden State Warriors,Memphis Grizzlies,0.9131539483552097
Oklahoma City Thunder,Indiana Pacers,0.5025293532958421
Washington Wizards,Phoenix Suns,0.8485845799478267
Utah Jazz,Los Angeles Lakers,0.7245477906709091
Detroit Pistons,Orlando Magic,0.7606377361862809
Houston Rockets,Denver Nuggets,0.6951470966337174
Miami Heat,Dallas Mavericks,0.7973704575715647
Milwaukee Bucks,Los Angeles Clippers,0.5408762891034771
New Orleans Pelicans,Sacramento Kings,0.8454166411060305
Toronto Raptors,New York Knicks,0.8609522859589489
Philadelphia 76ers,Brooklyn Nets,0.856335987994
Cleveland Cavaliers,San Antonio Spurs,0.5295843321799312
Portland Trail Blazers,Atlanta Hawks,0.8362726974087435
Boston Celtics,Indiana Pacers,0.5502047407893895
Los Angeles Lakers,Charlotte Hornets,0.5355574398552285
Golden State Warriors,Minnesota Timberwolves,0.6608886336292641
Oklahoma City Thunder,Denver Nuggets,0.5131260889275342
Utah Jazz,Washington Wizards,0.5362349101062613
Boston Celtics,Brooklyn Nets,0.856460138924573
Toronto Raptors,Chicago Bulls,0.8925144522830988
Portland Trail Blazers,Detroit Pistons,0.6495744431105045
Houston Rockets,Sacramento Kings,0.9291230155170022
Indiana Pacers,Orlando Magic,0.8341644232348067
Cleveland Cavaliers,Los Angeles Clippers,0.6120277965529547
Philadelphia 76ers,Minnesota Timberwolves,0.5757615023930244
Miami Heat,New York Knicks,0.7218211255556513
Phoenix Suns,Memphis Grizzlies,0.5431554329295138
Milwaukee Bucks,Atlanta Hawks,0.7917977563888375
Denver Nuggets,Washington Wizards,0.5080055703611066
Golden State Warriors,Charlotte Hornets,0.8084056083424727
Los Angeles Clippers,Memphis Grizzlies,0.8352227115439541
New Orleans Pelicans,Los Angeles Lakers,0.7125738512329385
Oklahoma City Thunder,Dallas Mavericks,0.8496077728523749
San Antonio Spurs,Sacramento Kings,0.84250619539849
Boston Celtics,Miami Heat,0.5980987424694317
Milwaukee Bucks,Brooklyn Nets,0.7533018826250361
Philadelphia 76ers,Dallas Mavericks,0.8386050507256007
Indiana Pacers,Detroit Pistons,0.6119002865747196
Portland Trail Blazers,Minnesota Timberwolves,0.5316790094345376
New York Knicks,Chicago Bulls,0.6743446654124221
Cleveland Cavaliers,Phoenix Suns,0.8705573044369203
Toronto Raptors,Orlando Magic,0.9125595940763177
Utah Jazz,Charlotte Hornets,0.7040591142504574
Golden State Warriors,Denver Nuggets,0.6415945094617593
Oklahoma City Thunder,Los Angeles Lakers,0.7330865326092146
Houston Rockets,Sacramento Kings,0.9349374364443905
San Antonio Spurs,Atlanta Hawks,0.8459970027111653
Philadelphia 76ers,Atlanta Hawks,0.8592729250736645
Toronto Raptors,Brooklyn Nets,0.8868623886560285
Minnesota Timberwolves,Dallas Mavericks,0.7885737600047408
San Antonio Spurs,Denver Nuggets,0.5348574244348678
Indiana Pacers,Detroit Pistons,0.6436724421845502
Houston Rockets,Los Angeles Clippers,0.8302033525553558
Boston Celtics,Miami Heat,0.6796661731599961
New Orleans Pelicans,Charlotte Hornets,0.691573660525173
Orlando Magic,New York Knicks,0.5171096566664712
Utah Jazz,Phoenix Suns,0.8907569709238498
Portland Trail Blazers,Memphis Grizzlies,0.885538060683805
Washington Wizards,Chicago Bulls,0.8296596823195531
Golden State Warriors,Los Angeles Lakers,0.7897668910442265
Philadelphia 76ers,Milwaukee Bucks,0.6295596097130223
Cleveland Cavaliers,Sacramento Kings,0.8225769660752413
Toronto Raptors,Charlotte Hornets,0.802417655291677
Dallas Mavericks,Memphis Grizzlies,0.6527916876376613
Portland Trail Blazers,Denver Nuggets,0.542915872314468
Golden State Warriors,Cleveland Cavaliers,0.6308400154917493
Houston Rockets,New York Knicks,0.9107599695202795
Boston Celtics,Indiana Pacers,0.6301481389829159
Los Angeles Clippers,Los Angeles Lakers,0.633775470186621
Minnesota Timberwolves,Miami Heat,0.5237309225918987
Oklahoma City Thunder,Detroit Pistons,0.6450862918299253
Orlando Magic,Atlanta Hawks,0.5854919237339592
New Orleans Pelicans,Phoenix Suns,0.868885487031302
Utah Jazz,Sacramento Kings,0.8529981310672994
San Antonio Spurs,Washington Wizards,0.5714202047313635
Philadelphia 76ers,Chicago Bulls,0.8385353045731873
Milwaukee Bucks,Brooklyn Nets,0.7560146150483867
Boston Celtics,Orlando Magic,0.875339369534857
San Antonio Spurs,Cleveland Cavaliers,0.5027017687071845
Detroit Pistons,Charlotte Hornets,0.5765071719140076
Golden State Warriors,Los Angeles Clippers,0.7496591771853531
Houston Rockets,Phoenix Suns,0.9631182528064114
Indiana Pacers,Brooklyn Nets,0.8008953051848484
Utah Jazz,Los Angeles Lakers,0.7219173309954889
Dallas Mavericks,Memphis Grizzlies,0.5162833673447584
Milwaukee Bucks,Atlanta Hawks,0.8061081113766742
Oklahoma City Thunder,Minnesota Timberwolves,0.5363278689175619
Washington Wizards,New York Knicks,0.7253749840428361
Portland Trail Blazers,Denver Nuggets,0.5033686443647897
New Orleans Pelicans,Sacramento Kings,0.8204132939934047
Toronto Raptors,Miami Heat,0.6886528485664584
Chicago Bulls,New York Knicks,0.524486807537976
Cleveland Cavaliers,Charlotte Hornets,0.7073156902864903
Dallas Mavericks,Phoenix Suns,0.7382746388290053
Detroit Pistons,Memphis Grizzlies,0.8151063299191951
Portland Trail Blazers,Los Angeles Lakers,0.686358634484417
Philadelphia 76ers,Miami Heat,0.6354829431691318
Toronto Raptors,Minnesota Timberwolves,0.684539713663336
Golden State Warriors,New Orleans Pelicans,0.658924365883707
Houston Rockets,Oklahoma City Thunder,0.7549479259342348
Utah Jazz,Denver Nuggets,0.50232767492542
Boston Celtics,Washington Wizards,0.6670819401459884
Indiana Pacers,Atlanta Hawks,0.8327053038570094
Miami Heat,Brooklyn Nets,0.7666294482202101
Charlotte Hornets,Orlando Magic,0.7349145994297035
Minnesota Timberwolves,Denver Nuggets,0.5047656052665985
Utah Jazz,Los Angeles Clippers,0.6566600293926883
Golden State Warriors,Memphis Grizzlies,0.9131539483552097
Oklahoma City Thunder,Milwaukee Bucks,0.6076735427866632
Detroit Pistons,New York Knicks,0.6369550831969163
Philadelphia 76ers,Chicago Bulls,0.8946050340211062
Portland Trail Blazers,Sacramento Kings,0.8535194993811347
San Antonio Spurs,Dallas Mavericks,0.8329951899631526
